path,intsize
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_1000_5__369_766.opb.xz,28
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_1000_5__369_766__1024.opb.xz,38
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_1000_5__369_766__128.opb.xz,35
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_1000_5__369_766__16.opb.xz,32
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_1000_5__369_766__2048.opb.xz,39
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_1000_5__369_766__256.opb.xz,36
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_1000_5__369_766__32.opb.xz,33
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_1000_5__369_766__512.opb.xz,37
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_1000_5__369_766__64.opb.xz,34
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_1000_5__369_766__8.opb.xz,31
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_100_3__3_91.opb.xz,24
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_100_3__3_91__1024.opb.xz,34
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_100_3__3_91__128.opb.xz,31
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_100_3__3_91__16.opb.xz,28
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_100_3__3_91__2048.opb.xz,35
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_100_3__3_91__256.opb.xz,32
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_100_3__3_91__32.opb.xz,29
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_100_3__3_91__512.opb.xz,33
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_100_3__3_91__64.opb.xz,30
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_100_3__3_91__8.opb.xz,27
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_2000_5__647_1792.opb.xz,29
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_2000_5__647_1792__1024.opb.xz,39
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_2000_5__647_1792__128.opb.xz,36
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_2000_5__647_1792__16.opb.xz,33
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_2000_5__647_1792__256.opb.xz,37
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_2000_5__647_1792__32.opb.xz,34
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_2000_5__647_1792__512.opb.xz,38
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_2000_5__647_1792__64.opb.xz,35
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_2000_5__647_1792__8.opb.xz,32
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_20_2__17_12.opb.xz,21
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_20_2__17_12__1024.opb.xz,31
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_20_2__17_12__128.opb.xz,28
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_20_2__17_12__16.opb.xz,25
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_20_2__17_12__2048.opb.xz,32
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_20_2__17_12__256.opb.xz,29
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_20_2__17_12__32.opb.xz,26
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_20_2__17_12__512.opb.xz,30
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_20_2__17_12__64.opb.xz,27
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_20_2__17_12__8.opb.xz,24
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_3000_5__126_2812.opb.xz,29
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_3000_5__126_2812__1024.opb.xz,39
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_3000_5__126_2812__128.opb.xz,36
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_3000_5__126_2812__16.opb.xz,33
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_3000_5__126_2812__256.opb.xz,37
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_3000_5__126_2812__32.opb.xz,34
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_3000_5__126_2812__512.opb.xz,38
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_3000_5__126_2812__64.opb.xz,35
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_3000_5__126_2812__8.opb.xz,32
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_500_3__212_366.opb.xz,26
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_500_3__212_366__1024.opb.xz,36
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_500_3__212_366__128.opb.xz,33
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_500_3__212_366__16.opb.xz,30
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_500_3__212_366__2048.opb.xz,37
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_500_3__212_366__256.opb.xz,34
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_500_3__212_366__32.opb.xz,31
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_500_3__212_366__512.opb.xz,35
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_500_3__212_366__64.opb.xz,32
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_500_3__212_366__8.opb.xz,29
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_50_2__8_45.opb.xz,22
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_50_2__8_45__1024.opb.xz,32
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_50_2__8_45__128.opb.xz,29
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_50_2__8_45__16.opb.xz,26
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_50_2__8_45__2048.opb.xz,33
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_50_2__8_45__256.opb.xz,30
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_50_2__8_45__32.opb.xz,27
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_50_2__8_45__512.opb.xz,31
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_50_2__8_45__64.opb.xz,28
OPT-LIN/normalized-PB09/aries-da_nrp/normalized-aries-da_network_50_2__8_45__8.opb.xz,25
OPT-LIN/normalized-PB09/featureSubscription/normalized-50-250-false-45-90-4-10000opt.opb.xz,9
OPT-LIN/normalized-PB09/featureSubscription/normalized-50-250-false-45-90-4-1000opt.opb.xz,9
OPT-LIN/normalized-PB09/featureSubscription/normalized-50-250-false-45-90-4-2000opt.opb.xz,9
OPT-LIN/normalized-PB09/featureSubscription/normalized-50-250-false-45-90-4-3000opt.opb.xz,9
OPT-LIN/normalized-PB09/featureSubscription/normalized-50-250-false-45-90-4-4000opt.opb.xz,9
OPT-LIN/normalized-PB09/featureSubscription/normalized-50-250-false-45-90-4-5000opt.opb.xz,9
OPT-LIN/normalized-PB09/featureSubscription/normalized-50-250-false-45-90-4-6000opt.opb.xz,9
OPT-LIN/normalized-PB09/featureSubscription/normalized-50-250-false-45-90-4-7000opt.opb.xz,9
OPT-LIN/normalized-PB09/featureSubscription/normalized-50-250-false-45-90-4-8000opt.opb.xz,9
OPT-LIN/normalized-PB09/featureSubscription/normalized-50-250-false-45-90-4-9000opt.opb.xz,9
OPT-LIN/normalized-PB09/featureSubscription/normalized-50-750-false-45-90-4-10000opt.opb.xz,9
OPT-LIN/normalized-PB09/featureSubscription/normalized-50-750-false-45-90-4-1000opt.opb.xz,9
OPT-LIN/normalized-PB09/featureSubscription/normalized-50-750-false-45-90-4-2000opt.opb.xz,9
OPT-LIN/normalized-PB09/featureSubscription/normalized-50-750-false-45-90-4-3000opt.opb.xz,9
OPT-LIN/normalized-PB09/featureSubscription/normalized-50-750-false-45-90-4-4000opt.opb.xz,9
OPT-LIN/normalized-PB09/featureSubscription/normalized-50-750-false-45-90-4-5000opt.opb.xz,9
OPT-LIN/normalized-PB09/featureSubscription/normalized-50-750-false-45-90-4-6000opt.opb.xz,9
OPT-LIN/normalized-PB09/featureSubscription/normalized-50-750-false-45-90-4-7000opt.opb.xz,9
OPT-LIN/normalized-PB09/featureSubscription/normalized-50-750-false-45-90-4-8000opt.opb.xz,9
OPT-LIN/normalized-PB09/featureSubscription/normalized-50-750-false-45-90-4-9000opt.opb.xz,9
OPT-LIN/normalized-PB09/flexray/normalized-fx30.opb.xz,9
OPT-LIN/normalized-PB09/flexray/normalized-fx49.opb.xz,10
OPT-LIN/normalized-PB09/flexray/normalized-fx57.opb.xz,10
OPT-LIN/normalized-PB09/flexray/normalized-fx60.opb.xz,10
OPT-LIN/normalized-PB09/flexray/normalized-fx63.opb.xz,10
OPT-LIN/normalized-PB09/flexray/normalized-fx75.opb.xz,10
OPT-LIN/normalized-PB09/flexray/normalized-fx84.opb.xz,11
OPT-LIN/normalized-PB09/flexray/normalized-fx92.opb.xz,11
OPT-LIN/normalized-PB09/flexray/normalized-fx97.opb.xz,11
