path,intsize
DEC-LIN/normalized-PB25/koops/normalized-mat10_8_triangular.opb.xz,5
DEC-LIN/normalized-PB25/koops/normalized-mat10_9identity_complement.opb.xz,5
DEC-LIN/normalized-PB25/koops/normalized-mat11_10_triangular.opb.xz,5
DEC-LIN/normalized-PB25/koops/normalized-mat11_11_identity_complement.opb.xz,5
DEC-LIN/normalized-PB25/koops/normalized-mat11_9_triangular.opb.xz,5
DEC-LIN/normalized-PB25/koops/normalized-mat12_10_triangular.opb.xz,6
DEC-LIN/normalized-PB25/koops/normalized-mat12_11_identity_complement.opb.xz,5
DEC-LIN/normalized-PB25/koops/normalized-mat12_11_triangular.opb.xz,6
DEC-LIN/normalized-PB25/koops/normalized-mat15_13_triangular.opb.xz,6
DEC-LIN/normalized-PB25/koops/normalized-mat15_14_triangular.opb.xz,6
DEC-LIN/normalized-PB25/koops/normalized-mat15_15_identity_complement.opb.xz,5
DEC-LIN/normalized-PB25/koops/normalized-mat16_15_identity_complement.opb.xz,6
DEC-LIN/normalized-PB25/koops/normalized-mat19_19_identity_complement.opb.xz,6
DEC-LIN/normalized-PB25/koops/normalized-mat20_18_triangular.opb.xz,6
DEC-LIN/normalized-PB25/koops/normalized-mat20_19_identity_complement.opb.xz,6
DEC-LIN/normalized-PB25/koops/normalized-mat20_19_triangular.opb.xz,6
DEC-LIN/normalized-PB25/koops/normalized-mat98_identity_complement.opb.xz,4
DEC-LIN/normalized-PB25/koops/normalized-mat99_identity_complement.opb.xz,5
DEC-LIN/normalized-PB25/wallon/normalized-AverageAvoiding-20_c24.opb.xz,11
DEC-LIN/normalized-PB25/wallon/normalized-AverageAvoiding-25_c24.opb.xz,11
DEC-LIN/normalized-PB25/wallon/normalized-AverageAvoiding-30_c24.opb.xz,12
DEC-LIN/normalized-PB25/wallon/normalized-AverageAvoiding-35_c24.opb.xz,12
DEC-LIN/normalized-PB25/wallon/normalized-AverageAvoiding-40_c24.opb.xz,13
DEC-LIN/normalized-PB25/wallon/normalized-AverageAvoiding-45_c24.opb.xz,13
DEC-LIN/normalized-PB25/wallon/normalized-AverageAvoiding-50_c24.opb.xz,13
DEC-LIN/normalized-PB25/wallon/normalized-AverageAvoiding-55_c24.opb.xz,14
DEC-LIN/normalized-PB25/wallon/normalized-AverageAvoiding-60_c24.opb.xz,14
DEC-LIN/normalized-PB25/wallon/normalized-AverageAvoiding-65_c24.opb.xz,14
DEC-LIN/normalized-PB25/wallon/normalized-AverageAvoiding-mini-20_c24.opb.xz,11
DEC-LIN/normalized-PB25/wallon/normalized-AverageAvoiding-mini-25_c24.opb.xz,11
DEC-LIN/normalized-PB25/wallon/normalized-AverageAvoiding-mini-30_c24.opb.xz,12
DEC-LIN/normalized-PB25/wallon/normalized-AverageAvoiding-mini-35_c24.opb.xz,12
DEC-LIN/normalized-PB25/wallon/normalized-AverageAvoiding-mini-40_c24.opb.xz,13
DEC-LIN/normalized-PB25/wallon/normalized-AverageAvoiding-mini-45_c24.opb.xz,13
DEC-LIN/normalized-PB25/wallon/normalized-AverageAvoiding-mini-50_c24.opb.xz,13
DEC-LIN/normalized-PB25/wallon/normalized-AverageAvoiding-mini-55_c24.opb.xz,14
DEC-LIN/normalized-PB25/wallon/normalized-AverageAvoiding-mini-60_c24.opb.xz,14
DEC-LIN/normalized-PB25/wallon/normalized-AverageAvoiding-mini-65_c24.opb.xz,14
DEC-LIN/normalized-PB25/wallon/normalized-FRB-30-15-1_c18.opb.xz,7
DEC-LIN/normalized-PB25/wallon/normalized-FRB-35-17-1_c18.opb.xz,8
DEC-LIN/normalized-PB25/wallon/normalized-FRB-40-19-1-mgd_c18.opb.xz,8
DEC-LIN/normalized-PB25/wallon/normalized-FRB-40-19-2-mgd_c18.opb.xz,8
DEC-LIN/normalized-PB25/wallon/normalized-FRB-40-19-3-mgd_c18.opb.xz,8
DEC-LIN/normalized-PB25/wallon/normalized-FRB-45-21-1-mgd_c18.opb.xz,8
DEC-LIN/normalized-PB25/wallon/normalized-FRB-45-21-1_c18.opb.xz,8
DEC-LIN/normalized-PB25/wallon/normalized-FRB-45-21-2-mgd_c18.opb.xz,8
DEC-LIN/normalized-PB25/wallon/normalized-FRB-45-21-3-mgd_c18.opb.xz,8
DEC-LIN/normalized-PB25/wallon/normalized-FRB-50-23-1-mgd_c18.opb.xz,9
DEC-LIN/normalized-PB25/wallon/normalized-FRB-50-23-2-mgd_c18.opb.xz,9
DEC-LIN/normalized-PB25/wallon/normalized-FRB-50-23-3-mgd_c18.opb.xz,9
DEC-LIN/normalized-PB25/wallon/normalized-FRB-53-24-1-mgd_c18.opb.xz,9
DEC-LIN/normalized-PB25/wallon/normalized-FRB-53-24-2-mgd_c18.opb.xz,9
DEC-LIN/normalized-PB25/wallon/normalized-FRB-53-24-3-mgd_c18.opb.xz,9
DEC-LIN/normalized-PB25/wallon/normalized-FRB-56-25-1-mgd_c18.opb.xz,9
DEC-LIN/normalized-PB25/wallon/normalized-FRB-56-25-2-mgd_c18.opb.xz,9
DEC-LIN/normalized-PB25/wallon/normalized-FRB-59-26-1-mgd_c18.opb.xz,9
DEC-LIN/normalized-PB25/wallon/normalized-FRB-59-26-2-mgd_c18.opb.xz,9
DEC-LIN/normalized-PB25/wallon/normalized-FastMatrixMultiplication-mini-1-3-3-09.opb.xz,6
