path,intsize
DEC-NLC/normalized-PB07/submittedPB07/manquinho/dbsg/normalized-dbsg_100_10_5_15.opb.xz,8
DEC-NLC/normalized-PB07/submittedPB07/manquinho/dbsg/normalized-dbsg_200_25_1_40.opb.xz,9
DEC-NLC/normalized-PB07/submittedPB07/manquinho/dbsg/normalized-dbsg_200_25_4_15.opb.xz,9
DEC-NLC/normalized-PB07/submittedPB07/manquinho/dbsg/normalized-dbsg_200_25_5_15.opb.xz,9
DEC-NLC/normalized-PB07/submittedPB07/manquinho/dbsg/normalized-dbsg_500_10_1_15.opb.xz,10
DEC-NLC/normalized-PB07/submittedPB07/manquinho/dbsg/normalized-dbsg_500_10_5_15.opb.xz,10
DEC-NLC/normalized-PB07/submittedPB07/manquinho/dbsg/normalized-dbsg_500_10_5_80.opb.xz,10
DEC-NLC/normalized-PB07/submittedPB07/manquinho/dbsg/normalized-dbsg_500_25_4_15.opb.xz,10
DEC-NLC/normalized-PB07/submittedPB07/manquinho/dbsg/normalized-dbsg_50_10_2_5.opb.xz,7
DEC-NLC/normalized-PB07/submittedPB07/manquinho/dbsg/normalized-dbsg_50_10_5_15.opb.xz,7
