path,intsize
OPT-NLC/normalized-PB07/submittedPB07/manquinho/bsg/normalized-bsg_1000_25_4.opb.xz,11
OPT-NLC/normalized-PB07/submittedPB07/manquinho/bsg/normalized-bsg_1000_60_5.opb.xz,11
OPT-NLC/normalized-PB07/submittedPB07/manquinho/bsg/normalized-bsg_10_4_1.opb.xz,5
OPT-NLC/normalized-PB07/submittedPB07/manquinho/bsg/normalized-bsg_10_4_5.opb.xz,5
OPT-NLC/normalized-PB07/submittedPB07/manquinho/bsg/normalized-bsg_200_10_2.opb.xz,9
OPT-NLC/normalized-PB07/submittedPB07/manquinho/bsg/normalized-bsg_200_25_1.opb.xz,9
OPT-NLC/normalized-PB07/submittedPB07/manquinho/bsg/normalized-bsg_500_10_1.opb.xz,10
OPT-NLC/normalized-PB07/submittedPB07/manquinho/bsg/normalized-bsg_500_25_5.opb.xz,10
OPT-NLC/normalized-PB07/submittedPB07/manquinho/bsg/normalized-bsg_50_10_2.opb.xz,7
OPT-NLC/normalized-PB07/submittedPB07/manquinho/bsg/normalized-bsg_50_25_3.opb.xz,7
OPT-NLC/normalized-PB07/submittedPB07/manquinho/mds/normalized-mds_1000_25_2.opb.xz,10
OPT-NLC/normalized-PB07/submittedPB07/manquinho/mds/normalized-mds_1000_25_5.opb.xz,10
OPT-NLC/normalized-PB07/submittedPB07/manquinho/mds/normalized-mds_100_10_5.opb.xz,7
OPT-NLC/normalized-PB07/submittedPB07/manquinho/mds/normalized-mds_100_25_3.opb.xz,7
OPT-NLC/normalized-PB07/submittedPB07/manquinho/mds/normalized-mds_10_4_3.opb.xz,4
OPT-NLC/normalized-PB07/submittedPB07/manquinho/mds/normalized-mds_200_10_4.opb.xz,8
OPT-NLC/normalized-PB07/submittedPB07/manquinho/mds/normalized-mds_200_25_4.opb.xz,8
OPT-NLC/normalized-PB07/submittedPB07/manquinho/mds/normalized-mds_200_25_5.opb.xz,8
OPT-NLC/normalized-PB07/submittedPB07/manquinho/mds/normalized-mds_500_10_2.opb.xz,9
OPT-NLC/normalized-PB07/submittedPB07/manquinho/mds/normalized-mds_500_60_3.opb.xz,9
OPT-NLC/normalized-PB07/submittedPB07/manquinho/mis/normalized-mis_1000_25_3.opb.xz,10
OPT-NLC/normalized-PB07/submittedPB07/manquinho/mis/normalized-mis_100_10_1.opb.xz,7
OPT-NLC/normalized-PB07/submittedPB07/manquinho/mis/normalized-mis_100_10_5.opb.xz,7
OPT-NLC/normalized-PB07/submittedPB07/manquinho/mis/normalized-mis_100_25_3.opb.xz,7
OPT-NLC/normalized-PB07/submittedPB07/manquinho/mis/normalized-mis_200_25_1.opb.xz,8
OPT-NLC/normalized-PB07/submittedPB07/manquinho/mis/normalized-mis_500_10_2.opb.xz,9
OPT-NLC/normalized-PB07/submittedPB07/manquinho/mis/normalized-mis_500_25_3.opb.xz,9
OPT-NLC/normalized-PB07/submittedPB07/manquinho/mis/normalized-mis_500_25_4.opb.xz,9
OPT-NLC/normalized-PB07/submittedPB07/manquinho/mis/normalized-mis_500_60_1.opb.xz,9
OPT-NLC/normalized-PB07/submittedPB07/manquinho/mis/normalized-mis_50_25_4.opb.xz,6
OPT-NLC/normalized-PB07/submittedPB07/roussel/factor-mod-B/factor-mod-size=5-P0=13-P1=5-P2=17-P3=2-P4=29-P5=5-P6=19-P7=17-P8=5-B.opb.xz,11
OPT-NLC/normalized-PB07/submittedPB07/roussel/factor-mod-B/factor-mod-size=5-P0=17-P1=17-P2=13-P3=17-P4=29-B.opb.xz,11
OPT-NLC/normalized-PB07/submittedPB07/roussel/factor-mod-B/factor-mod-size=5-P0=19-P1=29-P2=19-P3=23-P4=2-P5=29-P6=7-B.opb.xz,11
OPT-NLC/normalized-PB07/submittedPB07/roussel/factor-mod-B/factor-mod-size=6-P0=11-P1=37-P2=59-P3=23-P4=53-P5=31-P6=59-P7=29-P8=2-P9=67-B.opb.xz,13
OPT-NLC/normalized-PB07/submittedPB07/roussel/factor-mod-B/factor-mod-size=7-P0=107-P1=13-P2=17-P3=127-P4=13-P5=53-P6=73-P7=59-B.opb.xz,15
OPT-NLC/normalized-PB07/submittedPB07/roussel/factor-mod-B/factor-mod-size=7-P0=53-P1=5-P2=67-P3=53-P4=17-P5=103-P6=29-P7=71-P8=47-B.opb.xz,15
OPT-NLC/normalized-PB07/submittedPB07/roussel/factor-mod-B/factor-mod-size=8-P0=197-P1=97-P2=163-P3=151-P4=53-P5=139-P6=107-B.opb.xz,17
OPT-NLC/normalized-PB07/submittedPB07/roussel/factor-mod-B/factor-mod-size=8-P0=53-P1=17-P2=109-P3=2-P4=191-P5=191-P6=47-P7=101-P8=97-B.opb.xz,17
OPT-NLC/normalized-PB07/submittedPB07/roussel/factor-mod-B/factor-mod-size=9-P0=149-P1=419-P2=307-P3=223-B.opb.xz,19
OPT-NLC/normalized-PB07/submittedPB07/roussel/factor-mod-B/factor-mod-size=9-P0=307-P1=59-P2=149-P3=337-P4=409-P5=457-P6=79-P7=53-P8=347-P9=487-B.opb.xz,19
OPT-NLC/normalized-PB10/oren/keeloq_tasca_instances/normalized-90_rounds_0_errors.opb.xz,8
OPT-NLC/normalized-PB10/oren/keeloq_tasca_instances/normalized-90_rounds_10_errors.opb.xz,8
OPT-NLC/normalized-PB10/oren/keeloq_tasca_instances/normalized-90_rounds_15_errors.opb.xz,8
OPT-NLC/normalized-PB10/oren/keeloq_tasca_instances/normalized-90_rounds_5_errors.opb.xz,8
OPT-NLC/normalized-PB15eval/minlplib2-pb-0.1.0/opb/normalized-autocorr_bern35-18.opb.xz,19
OPT-NLC/normalized-PB15eval/minlplib2-pb-0.1.0/opb/normalized-autocorr_bern60-60.opb.xz,23
OPT-NLC/normalized-PB15eval/minlplib2-pb-0.1.0/opb/normalized-edgecross10-040.opb.xz,11
OPT-NLC/normalized-PB15eval/minlplib2-pb-0.1.0/opb/normalized-edgecross10-050.opb.xz,12
OPT-NLC/normalized-PB15eval/minlplib2-pb-0.1.0/opb/normalized-edgecross14-019.opb.xz,10
OPT-NLC/normalized-PB15eval/minlplib2-pb-0.1.0/opb/normalized-graphpart_2pm-0077-0777.opb.xz,9
OPT-NLC/normalized-PB15eval/minlplib2-pb-0.1.0/opb/normalized-graphpart_3pm-0333-0333.opb.xz,8
OPT-NLC/normalized-PB15eval/minlplib2-pb-0.1.0/opb/normalized-sporttournament06.opb.xz,6
OPT-NLC/normalized-PB15eval/minlplib2-pb-0.1.0/opb/normalized-sporttournament22.opb.xz,10
OPT-NLC/normalized-PB15eval/minlplib2-pb-0.1.0/opb/normalized-sporttournament26.opb.xz,10
