path,intsize
DEC-LIN/normalized-PB06/submitted-PB05/aloul/FPGA_SAT05/normalized-chnl35_36_pb.cnf.cr.opb.xz,6
DEC-LIN/normalized-PB06/submitted-PB05/aloul/FPGA_SAT05/normalized-chnl35_45_pb.cnf.cr.opb.xz,6
DEC-LIN/normalized-PB06/submitted-PB05/aloul/FPGA_SAT05/normalized-chnl50_55_pb.cnf.cr.opb.xz,6
DEC-LIN/normalized-PB06/submitted-PB05/aloul/FPGA_SAT05/normalized-fpga11_10_sat_pb.cnf.cr.opb.xz,4
DEC-LIN/normalized-PB06/submitted-PB05/aloul/FPGA_SAT05/normalized-fpga14_14_sat_pb.cnf.cr.opb.xz,4
DEC-LIN/normalized-PB06/submitted-PB05/aloul/FPGA_SAT05/normalized-fpga15_13_sat_pb.cnf.cr.opb.xz,5
DEC-LIN/normalized-PB06/submitted-PB05/aloul/FPGA_SAT05/normalized-fpga20_20_sat_pb.cnf.cr.opb.xz,5
DEC-LIN/normalized-PB06/submitted-PB05/aloul/FPGA_SAT05/normalized-fpga25_24_sat_pb.cnf.cr.opb.xz,5
DEC-LIN/normalized-PB06/submitted-PB05/aloul/FPGA_SAT05/normalized-fpga30_28_sat_pb.cnf.cr.opb.xz,5
DEC-LIN/normalized-PB06/submitted-PB05/aloul/FPGA_SAT05/normalized-fpga30_29_sat_pb.cnf.cr.opb.xz,5
DEC-LIN/normalized-PB06/submitted-PB05/aloul/FPGA_SAT05/normalized-fpga30_30_sat_pb.cnf.cr.opb.xz,5
DEC-LIN/normalized-PB06/submitted-PB05/aloul/FPGA_SAT05/normalized-fpga35_33_sat_pb.cnf.cr.opb.xz,6
DEC-LIN/normalized-PB06/submitted-PB05/aloul/FPGA_SAT05/normalized-fpga40_38_sat_pb.cnf.cr.opb.xz,6
DEC-LIN/normalized-PB06/submitted-PB05/aloul/FPGA_SAT05/normalized-fpga40_40_sat_pb.cnf.cr.opb.xz,6
DEC-LIN/normalized-PB06/submitted-PB05/aloul/FPGA_SAT05/normalized-fpga45_43_sat_pb.cnf.cr.opb.xz,6
DEC-LIN/normalized-PB06/submitted-PB06/liu/dbst/normalized-dbst_v30_e350_d15_mw10_1.opb.PB06.opb.xz,10
DEC-LIN/normalized-PB06/submitted-PB06/liu/dbst/normalized-dbst_v30_e350_d15_mw10_2.opb.PB06.opb.xz,10
DEC-LIN/normalized-PB06/submitted-PB06/liu/dbst/normalized-dbst_v30_e350_d15_mw10_3.opb.PB06.opb.xz,10
DEC-LIN/normalized-PB06/submitted-PB06/liu/dbst/normalized-dbst_v30_e350_d15_mw10_8.opb.PB06.opb.xz,10
DEC-LIN/normalized-PB06/submitted-PB06/liu/dbst/normalized-dbst_v30_e350_d15_mw10_9.opb.PB06.opb.xz,10
DEC-LIN/normalized-PB06/submitted-PB06/liu/dbst/normalized-dbst_v40_e600_d20_mw10_0.opb.PB06.opb.xz,11
DEC-LIN/normalized-PB06/submitted-PB06/liu/dbst/normalized-dbst_v40_e600_d20_mw10_2.opb.PB06.opb.xz,11
DEC-LIN/normalized-PB06/submitted-PB06/liu/dbst/normalized-dbst_v40_e600_d20_mw10_5.opb.PB06.opb.xz,11
DEC-LIN/normalized-PB06/submitted-PB06/liu/dbst/normalized-dbst_v40_e600_d20_mw10_6.opb.PB06.opb.xz,11
DEC-LIN/normalized-PB06/submitted-PB06/liu/dbst/normalized-dbst_v40_e600_d20_mw10_9.opb.PB06.opb.xz,11
DEC-LIN/normalized-PB06/submitted-PB06/liu/dbst/normalized-dbst_v50_e1000_d25_mw10_1.opb.PB06.opb.xz,12
DEC-LIN/normalized-PB06/submitted-PB06/liu/dbst/normalized-dbst_v50_e1000_d25_mw10_3.opb.PB06.opb.xz,12
DEC-LIN/normalized-PB06/submitted-PB06/liu/dbst/normalized-dbst_v50_e1000_d25_mw10_5.opb.PB06.opb.xz,12
DEC-LIN/normalized-PB06/submitted-PB06/liu/dbst/normalized-dbst_v50_e1000_d25_mw10_6.opb.PB06.opb.xz,12
DEC-LIN/normalized-PB06/submitted-PB06/liu/dbst/normalized-dbst_v50_e1000_d25_mw10_9.opb.PB06.opb.xz,12
DEC-LIN/normalized-PB06/submitted-PB06/liu/vdw/normalized-vdw_k3_l5_n550.opb.xz,4
DEC-LIN/normalized-PB06/submitted-PB06/liu/vdw/normalized-vdw_k3_l6_n1500.opb.xz,4
DEC-LIN/normalized-PB06/submitted-PB06/liu/vdw/normalized-vdw_k4_l4_n360.opb.xz,3
DEC-LIN/normalized-PB06/submitted-PB06/liu/vdw/normalized-vdw_k5_l4_n750.opb.xz,3
DEC-LIN/normalized-PB06/submitted-PB06/liu/vdw/normalized-vdw_k6_l3_n170.opb.xz,3
DEC-LIN/normalized-PB06/submitted-PB06/manquiho/Aardal_1/normalized-cuww1.opb.xz,30
DEC-LIN/normalized-PB06/submitted-PB06/manquiho/Aardal_1/normalized-cuww2.opb.xz,30
DEC-LIN/normalized-PB06/submitted-PB06/manquiho/Aardal_1/normalized-cuww3.opb.xz,30
DEC-LIN/normalized-PB06/submitted-PB06/manquiho/Aardal_1/normalized-cuww4.opb.xz,31
DEC-LIN/normalized-PB06/submitted-PB06/manquiho/Aardal_1/normalized-cuww5.opb.xz,30
DEC-LIN/normalized-PB06/submitted-PB06/manquiho/Aardal_1/normalized-prob1.opb.xz,29
DEC-LIN/normalized-PB06/submitted-PB06/manquiho/Aardal_1/normalized-prob10.opb.xz,31
DEC-LIN/normalized-PB06/submitted-PB06/manquiho/Aardal_1/normalized-prob2.opb.xz,28
DEC-LIN/normalized-PB06/submitted-PB06/manquiho/Aardal_1/normalized-prob3.opb.xz,27
DEC-LIN/normalized-PB06/submitted-PB06/manquiho/Aardal_1/normalized-prob4.opb.xz,30
DEC-LIN/normalized-PB06/submitted-PB06/manquiho/Aardal_1/normalized-prob5.opb.xz,30
DEC-LIN/normalized-PB06/submitted-PB06/manquiho/Aardal_1/normalized-prob6.opb.xz,29
DEC-LIN/normalized-PB06/submitted-PB06/manquiho/Aardal_1/normalized-prob7.opb.xz,29
DEC-LIN/normalized-PB06/submitted-PB06/manquiho/Aardal_1/normalized-prob8.opb.xz,29
DEC-LIN/normalized-PB06/submitted-PB06/namasivayam/tsp/normalized-t3002.11tsp11.1900545610.opb.xz,10
DEC-LIN/normalized-PB06/submitted-PB06/namasivayam/tsp/normalized-t3002.11tsp11.1900552735.opb.xz,10
DEC-LIN/normalized-PB06/submitted-PB06/namasivayam/tsp/normalized-t3002.11tsp11.1900553606.opb.xz,10
DEC-LIN/normalized-PB06/submitted-PB06/namasivayam/tsp/normalized-t3002.11tsp11.1900557957.opb.xz,10
DEC-LIN/normalized-PB06/submitted-PB06/namasivayam/tsp/normalized-t3002.11tsp11.1900559676.opb.xz,10
DEC-LIN/normalized-PB06/submitted-PB06/namasivayam/tsp/normalized-t3002.11tsp11.1900564281.opb.xz,10
DEC-LIN/normalized-PB06/submitted-PB06/namasivayam/tsp/normalized-t3002.11tsp11.1900566157.opb.xz,10
DEC-LIN/normalized-PB06/submitted-PB06/namasivayam/tsp/normalized-t3002.11tsp11.1900566263.opb.xz,10
DEC-LIN/normalized-PB06/submitted-PB06/namasivayam/tsp/normalized-t3002.11tsp11.1900566270.opb.xz,10
DEC-LIN/normalized-PB06/submitted-PB06/namasivayam/tsp/normalized-t3002.11tsp11.1900568706.opb.xz,10
DEC-LIN/normalized-PB06/submitted-PB06/namasivayam/tsp/normalized-t3002.11tsp11.1900569834.opb.xz,10
DEC-LIN/normalized-PB06/submitted-PB06/namasivayam/tsp/normalized-t3002.11tsp11.1900571132.opb.xz,10
DEC-LIN/normalized-PB06/submitted-PB06/namasivayam/tsp/normalized-t3002.11tsp11.1900573901.opb.xz,10
DEC-LIN/normalized-PB06/submitted-PB06/namasivayam/tsp/normalized-t3002.11tsp11.1900574864.opb.xz,10
DEC-LIN/normalized-PB06/submitted-PB06/namasivayam/tsp/normalized-t3002.11tsp11.1900577000.opb.xz,10
