path,intsize
SOFT-LIN/PB06/submitted-PB05/aloul/FPGA_SAT05/normalized-chnl10_11_pb.cnf.cr--soft-0-100-0.wbo.xz,4
SOFT-LIN/PB06/submitted-PB05/aloul/FPGA_SAT05/normalized-chnl10_15_pb.cnf.cr--soft-0-100-0.wbo.xz,5
SOFT-LIN/PB06/submitted-PB05/aloul/FPGA_SAT05/normalized-chnl10_20_pb.cnf.cr--soft-0-100-0.wbo.xz,5
SOFT-LIN/PB06/submitted-PB05/aloul/FPGA_SAT05/normalized-chnl15_16_pb.cnf.cr--soft-0-100-0.wbo.xz,5
SOFT-LIN/PB06/submitted-PB05/aloul/FPGA_SAT05/normalized-chnl15_20_pb.cnf.cr--soft-0-100-0.wbo.xz,5
SOFT-LIN/PB06/submitted-PB05/aloul/FPGA_SAT05/normalized-chnl15_25_pb.cnf.cr--soft-0-100-0.wbo.xz,5
SOFT-LIN/PB06/submitted-PB05/aloul/FPGA_SAT05/normalized-chnl20_21_pb.cnf.cr--soft-0-100-0.wbo.xz,5
SOFT-LIN/PB06/submitted-PB05/aloul/FPGA_SAT05/normalized-chnl20_25_pb.cnf.cr--soft-0-100-0.wbo.xz,5
SOFT-LIN/PB06/submitted-PB05/aloul/FPGA_SAT05/normalized-chnl20_30_pb.cnf.cr--soft-0-100-0.wbo.xz,5
SOFT-LIN/PB06/submitted-PB05/aloul/FPGA_SAT05/normalized-chnl30_31_pb.cnf.cr--soft-0-100-0.wbo.xz,6
SOFT-LIN/PB06/submitted-PB05/aloul/FPGA_SAT05/normalized-chnl30_35_pb.cnf.cr--soft-0-100-0.wbo.xz,6
SOFT-LIN/PB06/submitted-PB05/aloul/FPGA_SAT05/normalized-chnl30_40_pb.cnf.cr--soft-0-100-0.wbo.xz,6
SOFT-LIN/PB06/submitted-PB05/aloul/FPGA_SAT05/normalized-chnl35_36_pb.cnf.cr--soft-0-100-0.wbo.xz,6
