path,intsize
PARTIAL-LIN/PB06/submitted-PB05/aloul/FPGA_SAT05/normalized-chnl15_25_pb.cnf.cr--soft-33-100-0.wbo.xz,5
PARTIAL-LIN/PB06/submitted-PB05/aloul/FPGA_SAT05/normalized-chnl20_21_pb.cnf.cr--soft-66-100-0.wbo.xz,5
PARTIAL-LIN/PB06/submitted-PB05/aloul/FPGA_SAT05/normalized-chnl20_25_pb.cnf.cr--soft-66-100-0.wbo.xz,5
PARTIAL-LIN/PB06/submitted-PB05/aloul/FPGA_SAT05/normalized-chnl30_35_pb.cnf.cr--soft-33-100-0.wbo.xz,6
PARTIAL-LIN/PB06/submitted-PB05/aloul/FPGA_SAT05/normalized-chnl30_40_pb.cnf.cr--soft-33-100-0.wbo.xz,6
PARTIAL-LIN/PB06/submitted-PB05/aloul/FPGA_SAT05/normalized-chnl30_40_pb.cnf.cr--soft-66-100-0.wbo.xz,6
PARTIAL-LIN/PB06/submitted-PB05/aloul/FPGA_SAT05/normalized-chnl35_45_pb.cnf.cr--soft-66-100-0.wbo.xz,6
PARTIAL-LIN/PB06/submitted-PB05/aloul/FPGA_SAT05/normalized-chnl40_45_pb.cnf.cr--soft-66-100-0.wbo.xz,6
PARTIAL-LIN/PB06/submitted-PB05/aloul/FPGA_SAT05/normalized-chnl40_50_pb.cnf.cr--soft-66-100-0.wbo.xz,6
PARTIAL-LIN/PB06/submitted-PB05/aloul/FPGA_SAT05/normalized-chnl50_51_pb.cnf.cr--soft-33-100-0.wbo.xz,6
PARTIAL-LIN/PB06/submitted-PB06/namasivayam/tsp/normalized-t3002.11tsp11.1900548667--soft-33-100-0.wbo.xz,10
PARTIAL-LIN/PB06/submitted-PB06/namasivayam/tsp/normalized-t3002.11tsp11.1900557362--soft-66-100-0.wbo.xz,10
PARTIAL-LIN/PB06/submitted-PB06/namasivayam/tsp/normalized-t3002.11tsp11.1900558739--soft-33-100-0.wbo.xz,10
PARTIAL-LIN/PB06/submitted-PB06/namasivayam/tsp/normalized-t3002.11tsp11.1900563801--soft-33-100-0.wbo.xz,10
PARTIAL-LIN/PB06/submitted-PB06/namasivayam/tsp/normalized-t3002.11tsp11.1900564281--soft-66-100-0.wbo.xz,10
PARTIAL-LIN/PB06/submitted-PB06/namasivayam/tsp/normalized-t3002.11tsp11.1900570242--soft-66-100-0.wbo.xz,10
PARTIAL-LIN/PB06/submitted-PB06/namasivayam/tsp/normalized-t3002.11tsp11.1900573901--soft-66-100-0.wbo.xz,10
PARTIAL-LIN/PB06/submitted-PB06/namasivayam/tsp/normalized-t3002.11tsp11.1900576151--soft-66-100-0.wbo.xz,10
PARTIAL-LIN/PB06/submitted-PB06/namasivayam/tsp/normalized-t3002.11tsp11.1900582300--soft-33-100-0.wbo.xz,10
PARTIAL-LIN/PB06/submitted-PB06/namasivayam/tsp/normalized-t3002.11tsp11.1900667195--soft-66-100-0.wbo.xz,10
PARTIAL-LIN/PB06/submitted-PB06/namasivayam/wnqueen/normalized-t2001.13queen13.1110967523--soft-66-100-0.wbo.xz,11
PARTIAL-LIN/PB06/submitted-PB06/namasivayam/wnqueen/normalized-t2001.13queen13.1110968094--soft-33-100-0.wbo.xz,11
PARTIAL-LIN/PB06/submitted-PB06/namasivayam/wnqueen/normalized-t2001.13queen13.1110971363--soft-33-100-0.wbo.xz,11
PARTIAL-LIN/PB06/submitted-PB06/namasivayam/wnqueen/normalized-t2001.13queen13.1110973163--soft-33-100-0.wbo.xz,11
PARTIAL-LIN/PB06/submitted-PB06/namasivayam/wnqueen/normalized-t2001.13queen13.1110975965--soft-33-100-0.wbo.xz,11
PARTIAL-LIN/PB06/submitted-PB06/namasivayam/wnqueen/normalized-t2001.13queen13.1110978334--soft-33-100-0.wbo.xz,11
PARTIAL-LIN/PB06/submitted-PB06/namasivayam/wnqueen/normalized-t2001.13queen13.1111220767--soft-33-100-0.wbo.xz,11
PARTIAL-LIN/PB06/submitted-PB06/namasivayam/wnqueen/normalized-t2001.13queen13.1111223004--soft-33-100-0.wbo.xz,11
PARTIAL-LIN/PB06/submitted-PB06/namasivayam/wnqueen/normalized-t2001.13queen13.1111226368--soft-66-100-0.wbo.xz,11
PARTIAL-LIN/PB06/submitted-PB06/namasivayam/wnqueen/normalized-t2001.13queen13.1111226680--soft-66-100-0.wbo.xz,11
PARTIAL-LIN/PB06/submitted-PB06/roussel/normalized-pigeon-cardinality-35-30--soft-33-100-0.wbo.xz,6
PARTIAL-LIN/PB06/submitted-PB06/roussel/normalized-pigeon-cardinality-41-40--soft-66-100-0.wbo.xz,6
PARTIAL-LIN/PB06/submitted-PB06/roussel/normalized-pigeon-cardinality-51-50--soft-66-100-0.wbo.xz,6
PARTIAL-LIN/PB06/submitted-PB06/roussel/normalized-pigeon-cardinality-55-50--soft-66-100-0.wbo.xz,6
PARTIAL-LIN/PB06/submitted-PB06/roussel/normalized-pigeon-cardinality-61-60--soft-33-100-0.wbo.xz,6
PARTIAL-LIN/PB06/submitted-PB06/roussel/normalized-pigeon-cardinality-61-60--soft-66-100-0.wbo.xz,6
PARTIAL-LIN/PB06/submitted-PB06/roussel/normalized-pigeon-cardinality-65-60--soft-66-100-0.wbo.xz,7
PARTIAL-LIN/PB06/submitted-PB06/roussel/normalized-pigeon-cardinality-75-70--soft-33-100-0.wbo.xz,7
PARTIAL-LIN/PB06/submitted-PB06/roussel/normalized-pigeon-cardinality-85-80--soft-66-100-0.wbo.xz,7
PARTIAL-LIN/PB06/submitted-PB06/roussel/normalized-pigeon-cardinality-91-90--soft-33-100-0.wbo.xz,7
PARTIAL-LIN/PB06/web/uclid_pb_benchmarks/normalized-blast-floppy1-3.ucl--soft-66-100-0.wbo.xz,9
PARTIAL-LIN/PB06/web/uclid_pb_benchmarks/normalized-cache-ibm-q-unbounded.Ic22arity.ucl--soft-33-100-0.wbo.xz,10
PARTIAL-LIN/PB06/web/uclid_pb_benchmarks/normalized-cache.inv14.ucl--soft-66-100-0.wbo.xz,7
PARTIAL-LIN/PB06/web/uclid_pb_benchmarks/normalized-dlx1c.rwmem.ucl--soft-33-100-0.wbo.xz,7
PARTIAL-LIN/PB06/web/uclid_pb_benchmarks/normalized-elf.rf6.ucl--soft-33-100-0.wbo.xz,5
PARTIAL-LIN/PB06/web/uclid_pb_benchmarks/normalized-elf.rf8.ucl--soft-66-100-0.wbo.xz,7
PARTIAL-LIN/PB06/web/uclid_pb_benchmarks/normalized-ooo.burch_dill.3.accl.ucl--soft-66-100-0.wbo.xz,8
PARTIAL-LIN/PB06/web/uclid_pb_benchmarks/normalized-ooo.ex.br.mem.RobRegValid_bar.ucl--soft-33-100-0.wbo.xz,9
PARTIAL-LIN/PB06/web/uclid_pb_benchmarks/normalized-ooo.ex.br.mem.Src1Valid_Src1ValidBar.ucl--soft-66-100-0.wbo.xz,10
PARTIAL-LIN/PB06/web/uclid_pb_benchmarks/normalized-ooo.tag8.ucl--soft-33-100-0.wbo.xz,7
PARTIAL-LIN/PB10/oliveras/j120/normalized-j12027_7-unsat--soft-66-100-0.wbo.xz,9
PARTIAL-LIN/PB10/oliveras/j120/normalized-j12041_4-unsat--soft-33-100-0.wbo.xz,8
PARTIAL-LIN/PB10/oliveras/j120/normalized-j1205_1-unsat--soft-33-100-0.wbo.xz,8
PARTIAL-LIN/PB10/oliveras/j30/normalized-j308_1-unsat--soft-66-100-0.wbo.xz,8
PARTIAL-LIN/PB10/oliveras/j30/normalized-j309_10-unsat--soft-33-100-0.wbo.xz,8
PARTIAL-LIN/PB10/oliveras/j60/normalized-j6010_2-unsat--soft-66-100-0.wbo.xz,9
PARTIAL-LIN/PB10/oliveras/j90/normalized-j9010_6-unsat--soft-33-100-0.wbo.xz,9
PARTIAL-LIN/PB10/oliveras/j90/normalized-j9012_2-unsat--soft-66-100-0.wbo.xz,9
PARTIAL-LIN/PB10/oliveras/j90/normalized-j9028_2-unsat--soft-66-100-0.wbo.xz,9
