path,intsize
OPT-LIN/normalized-PB26/sergeys/CPMpy_translated_dataset_PB26/miplib/normalized-ej.mps.opb.xz,84
OPT-LIN/normalized-PB26/sergeys/CPMpy_translated_dataset_PB26/miplib/normalized-enlight11.mps.opb.xz,69
OPT-LIN/normalized-PB26/sergeys/CPMpy_translated_dataset_PB26/miplib/normalized-enlight4.mps.opb.xz,69
OPT-LIN/normalized-PB26/sergeys/CPMpy_translated_dataset_PB26/miplib/normalized-enlight8.mps.opb.xz,69
OPT-LIN/normalized-PB26/sergeys/CPMpy_translated_dataset_PB26/miplib/normalized-enlight9.mps.opb.xz,69
OPT-LIN/normalized-PB26/sergeys/CPMpy_translated_dataset_PB26/miplib/normalized-enlight_hard.mps.opb.xz,69
OPT-LIN/normalized-PB26/sergeys/CPMpy_translated_dataset_PB26/miplib/normalized-highschool1-aigio.mps.opb.xz,74
OPT-LIN/normalized-PB26/sergeys/CPMpy_translated_dataset_PB26/miplib/normalized-kosova1.mps.opb.xz,79
OPT-LIN/normalized-PB26/sergeys/CPMpy_translated_dataset_PB26/miplib/normalized-neos-3594536-henty.mps.opb.xz,86
OPT-LIN/normalized-PB26/sergeys/CPMpy_translated_dataset_PB26/miplib/normalized-neos-3682128-sandon.mps.opb.xz,79
OPT-LIN/normalized-PB26/sergeys/CPMpy_translated_dataset_PB26/miplib/normalized-neos-5149806-wieprz.mps.opb.xz,69
OPT-LIN/normalized-PB26/sergeys/CPMpy_translated_dataset_PB26/miplib/normalized-nu120-pr12.mps.opb.xz,80
OPT-LIN/normalized-PB26/sergeys/CPMpy_translated_dataset_PB26/miplib/normalized-nu120-pr9.mps.opb.xz,80
OPT-LIN/normalized-PB26/sergeys/CPMpy_translated_dataset_PB26/miplib/normalized-nu25-pr12.mps.opb.xz,78
OPT-LIN/normalized-PB26/sergeys/CPMpy_translated_dataset_PB26/miplib/normalized-nu4-pr9.mps.opb.xz,76
OPT-LIN/normalized-PB26/sergeys/CPMpy_translated_dataset_PB26/miplib/normalized-pw-myciel4.mps.opb.xz,68
OPT-LIN/normalized-PB26/sergeys/CPMpy_translated_dataset_PB26/miplib/normalized-square23.mps.opb.xz,72
OPT-LIN/normalized-PB26/sergeys/CPMpy_translated_dataset_PB26/miplib/normalized-square31.mps.opb.xz,72
OPT-LIN/normalized-PB26/sergeys/CPMpy_translated_dataset_PB26/miplib/normalized-square37.mps.opb.xz,73
OPT-LIN/normalized-PB26/sergeys/CPMpy_translated_dataset_PB26/miplib/normalized-square41.mps.opb.xz,73
OPT-LIN/normalized-PB26/sergeys/CPMpy_translated_dataset_PB26/miplib/normalized-square47.mps.opb.xz,73
OPT-LIN/normalized-PB26/sergeys/CPMpy_translated_dataset_PB26/miplib/normalized-tw-myciel4.mps.opb.xz,68
OPT-LIN/normalized-PB26/sergeys/CPMpy_translated_dataset_PB26/miplib/normalized-wachplan.mps.opb.xz,68
OPT-LIN/normalized-PB26/sergeys/CPMpy_translated_dataset_PB26/miplib/normalized-woodlands09.mps.opb.xz,72
